Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Ek Baar Kaho,-1980.0,142 min,"Drama, Family, Romance",7.0,41,Lekh Tandon,Navin Nischol,Shabana Azmi,Dilip Dhawan
Ek Baar Phir (Once Again),-1980.0,147 min,Drama,6.3,30,Vinod Pande,Suresh Oberoi,Deepti Naval,Pradeep Verma
Ek Battey Do,-2020.0,100 min,Drama,8.5,6,Suzad Iqbal Khan,Abinash,Monika Chowdhury,Chandra Shekhar Dutta
Ek Bechara,-1972.0,109 min,"Action, Drama",4.7,17,S.M. Abbas,Jeetendra,Rekha,Vinod Khanna
Ek Chadar Maili Si,-1986.0,133 min,Drama,7.1,124,Sukhwant Dhadda,Hema Malini,Rishi Kapoor,Poonam Dhillon
Ek Chalis Ki Last Local,-2007.0,143 min,"Adventure, Comedy, Crime",7.3,"4,874",Sanjay M. Khanduri,Abhay Deol,Neha Dhupia,Amit Mistry
Ek Chhotisi Love Story,-2002.0,122 min,Drama,2.9,554,Shashilal K. Nair,Saroj Bhargava,Manisha Koirala,Jesse Randhawa
Ek Chitthi Pyar Bhari,-1985.0,139 min,Drama,6.6,14,Vijay Sadanah,Raj Babbar,Reena Roy,Agha
Ek Daku Saher Mein,-1985.0,133 min,Action,3.8,5,Kalidas,Ashok Kumar,Pradeep Kumar,Suresh Oberoi
Ek Dil Sau Afsane,-1963.0,146 min,"Comedy, Drama, Romance",6.4,52,R.C. Talwar,Raj Kapoor,Waheeda Rehman,Lalita Pawar
Ek Din 24 Ghante,-2003.0,95 min,Thriller,3.9,78,Anant Balani,Rahul Bose,Ahmed Chaudhary,Nandita Das
Ek Din Achanak,-1989.0,105 min,Drama,7.1,257,Mrinal Sen,Shabana Azmi,Shreeram Lagoo,Aparna Sen
Ek Doctor Ki Maut,-1990.0,122 min,"Biography, Drama",8.3,"1,330",Tapan Sinha,Shabana Azmi,Pankaj Kapur,Irrfan Khan
Ek Duuje Ke Liye,-1981.0,167 min,"Drama, Musical, Romance",7.5,"1,081",K. Balachander,Kamal Haasan,Rati Agnihotri,Madhavi
Ek Gaon Ki Kahani,-1957.0,137 min,Drama,6.4,14,Dulal Guha,Talat Mahmood,Mala Sinha,I.S. Johar
Ek Ghar,-1991.0,100 min,Drama,7.2,78,Girish Kasaravalli,Naseeruddin Shah,Deepti Naval,Chanda
Ek Haseena Thi Ek Deewana Tha,-2017.0,105 min,Drama,2.5,104,Suneel Darshan,Shiv Darshan,Natasha Fernandez,Upen Patel
Ek Hasina Do Diwane,-1972.0,140 min,"Comedy, Drama, Romance",5.4,18,S.M. Abbas,Jeetendra,Babita Kapoor,Johnny Walker
Ek Hasina Thi,-2004.0,120 min,"Crime, Drama, Mystery",7.5,"6,992",Sriram Raghavan,Saif Ali Khan,Urmila Matondkar,Seema Biswas
Ek Hi Bhool,-1981.0,144 min,"Drama, Family, Romance",5.8,136,Rama Rao Tatineni,Jeetendra,Rekha,Nazneen
Ek Hi Raasta,-1993.0,130 min,Action,3.4,186,Deepak Bahry,Ajay Devgn,Raveena Tandon,Saeed Jaffrey
Ek Hota Vidushak,-1992.0,145 min,"Comedy, Drama",7.0,106,Jabbar Patel,Mohan Agashe,Satish Alekar,Laxmikant Berde
Ek Jaan Hain Hum,-1983.0,151 min,"Family, Romance",6.5,51,Rajiv Mehra,Rakesh Bedi,Avtar Gill,Gulshan Grover
Ek Kali Muskai,-1968.0,120 min,"Drama, Family, Romance",6.3,10,Vasant Joglekar,Ashok Kumar,Joy Mukherjee,Meera
Ek Khiladi Ek Haseena,-2005.0,143 min,"Comedy, Crime, Thriller",5.7,595,Suparn Varma,Fardeen Khan,Koena Mitra,Kay Kay Menon
Ek Krantiveer: Vasudev Balwant Phadke,-2007.0,126 min,"Action, History",6.5,43,Gajendra Ahire,Amitabh Bachchan,Ajinkya Deo,Ramesh Deo
Ek Ladka Ek Ladki,-1992.0,162 min,"Comedy, Romance",5.7,"1,073",Vijay Sadanah,Salman Khan,Neelam Kothari,Anupam Kher
Ek Ladki Ko Dekha Toh Aisa Laga,-2019.0,120 min,"Comedy, Drama, Romance",5.5,"3,934",Shelly Chopra Dhar,Sonam Kapoor,Anil Kapoor,Rajkummar Rao
Ek Main Aur Ek Tu,-1986.0,138 min,Romance,6.9,17,Ravi Tandon,Shashi Kapoor,Rubina,Tanuja
Ek Main Aur Ekk Tu,-2012.0,110 min,"Comedy, Drama, Romance",5.7,"6,485",Shakun Batra,Kareena Kapoor,Imran Khan,Zenobia Shroff
Ek Nanhi Munni Ladki Thi,-1970.0,136 min,Drama,6.1,10,Vishram Bedekar,Mumtaz,Bobby,Laxmi Chhaya
Ek Number Ka Chor,-1990.0,180 min,"Action, Crime, Drama",4.0,7,Tajdar Amrohi,Aatish Devgan,Mashhoor Amrohi,Mazhar Khan
Ek Paheli,-1971.0,131 min,"Drama, Horror, Mystery",6.8,63,Naresh Kumar,Feroz Khan,Tanuja,Sanjeev Kumar
Ek Paheli Leela,-2015.0,145 min,"Mystery, Romance, Thriller",3.7,"1,700",Bobby Khan,Sunny Leone,Rahul Dev,Mohit Ahlawat
Ek Pal,-1986.0,135 min,Drama,6.9,43,Kalpana Lajmi,Shabana Azmi,Naseeruddin Shah,Farooq Shaikh
Ek Phool Char Kante,-1960.0,136 min,"Comedy, Drama, Romance",6.8,46,Bhappi Sonie,Sunil Dutt,Waheeda Rehman,Johnny Walker
Ek Phool Do Mali,-1969.0,150 min,"Drama, Family, Musical",6.6,207,Devendra Goel,Sanjay Khan,Balraj Sahni,Sadhana
Ek Raat,-1968.0,155 min,"Action, Crime, Drama",5.8,6,Rajnath,Sheikh Mukhtar,Simi Garewal,Ravi Kumar
Ek Raaz,-1963.0,132 min,Comedy,6.8,30,Shakti Samanta,Kishore Kumar,Jamuna,Pran
Ek Saal,-1957.0,134 min,"Drama, Family, Romance",7.3,37,Devendra Goel,Ashok Kumar,Madhubala,Johnny Walker
Ek Sainik - The Tale of a warrior,-2020.0,45 min,"Action, Drama",8.2,17,Pratyush Sharma,Pratyush Sharma,Shivani Pathak,Priyom Gautam
Ek Sapera Ek Lutera,-1965.0,125 min,"Action, Comedy, Musical",4.9,22,Naresh Kumar,Feroz Khan,Kumkum,Sunder
Ek Se Badhkar Ek,-1976.0,158 min,"Action, Comedy, Crime",7.0,44,Brij,Ashok Kumar,Raaj Kumar,Sharmila Tagore
Ek Se Badhkar Ek,-2004.0,146 min,"Comedy, Thriller",4.4,155,Kundan Shah,Sunil Shetty,Raveena Tandon,Shekhar Suman
Ek Se Bure Do,-2009.0,180 min,"Action, Comedy, Crime",4.3,62,Tariq Khan,Anita,Lankesh Bhardwaj,Snehal Dabi
Ek Shriman Ek Shrimati,-1969.0,140 min,"Drama, Romance",6.6,47,Bhappi Sonie,Shashi Kapoor,Babita Kapoor,Rajendranath Malhotra
Ek Sthree,-2000.0,115 min,Drama,5.7,15,Anil,Suman Ranganath,Kashish,Vivek Anand
Ek tha Bhujang,-2015.0,73 min,Drama,6.9,8,Mohinder Pratap Singh,Yashit Duggal,Siddant Gupta,Pritma Manohar
Ek Tha Hero,-2018.0,120 min,"Drama, Family",4.0,5,Yogesh Pagare,Asrani,Ashwini Kalsekar,Ayush Mahesh Khedekar
Ek Tha Raja,-1996.0,150 min,"Action, Thriller",3.9,115,Dayal Nihalani,Aditya Pancholi,Sunil Shetty,Saif Ali Khan
Ek Tha Tiger,-2012.0,132 min,"Action, Romance, Thriller",5.5,"31,627",Kabir Khan,Salman Khan,Katrina Kaif,Girish Karnad
Ek Thi Daayan,-2013.0,135 min,"Horror, Romance, Thriller",5.7,"4,006",Kannan Iyer,Emraan Hashmi,Konkona Sen Sharma,Kalki Koechlin
Ek Thi Larki,-1949.0,164 min,Drama,6.9,18,Roop K. Shorey,Meena Shorey,Motilal,Kuldip Kaur
Ek Tho Chance,-2009.0,120 min,Drama,4.4,15,Saeed Akhtar Mirza,Amrita Arora,Ali Fazal,Uttam Halder
Ek Vivaah... Aisa Bhi,-2008.0,132 min,"Drama, Romance",5.2,448,Kaushik Ghatak,Isha Koppikar,Sonu Sood,Anand Abhyankar
Ek: The Power of One,-2009.0,140 min,"Action, Drama, Thriller",4.7,327,Sangeeth Sivan,Bobby Deol,Shriya Saran,Kulbhushan Kharbanda
Ek-Hi-Rasta,-1956.0,151 min,Drama,6.9,52,B.R. Chopra,Ashok Kumar,Meena Kumari,Sunil Dutt
Ekk Deewana Tha,-2012.0,136 min,"Drama, Romance",5.9,"2,973",Gautham Vasudev Menon,Prateik,Amy Jackson,Sachin Khedekar
Ekkees Tareekh Shubh Muhurat,-2018.0,97 min,Drama,5.7,394,Pavan Kumar,Sanjay Mishra,Mahesh Sharma,Kajal Jain
Ekkees Toppon Ki Salaami,-2014.0,140 min,Comedy,6.0,502,Ravindra Gautam,Anupam Kher,Neha Dhupia,Divyendu Sharma
Eklavya: The Royal Guard,-2007.0,105 min,"Action, Drama, Mystery",6.1,"3,191",Vidhu Vinod Chopra,Amitabh Bachchan,Saif Ali Khan,Sanjay Dutt
Ekram,-2019.0,94 min,Drama,5.8,21,Saheem Khan,Saheem Khan,Kunal Sharma,Vandana Chopra
Ekta,-2019.0,99 min,"Horror, Mystery, Thriller",8.0,36,G. Suman Reddy,Salil Ankola,Navneet Kaur Dhillon,Avneet Kaur
Elaan,-1994.0,146 min,"Action, Crime, Thriller",5.3,854,Guddu Dhanoa,Akshay Kumar,Amrish Puri,Madhoo
Elaan,-1971.0,144 min,"Action, Drama, Musical",6.0,49,K. Ramanlal,Vinod Mehra,Rekha,Vinod Khanna
Elaan,-2005.0,159 min,"Action, Thriller",4.4,698,Vikram Bhatt,Arjun Rampal,Ameesha Patel,John Abraham
Elan,-1947.0,133 min,Drama,6.2,12,Mehboob Khan,Surendra,Munawwar Sultana,Mohammad Afzal
EMI: Liya Hai To Chukana Padega,-2008.0,180 min,"Comedy, Crime, Drama",4.2,582,Saurabh Kabra,Sanjay Khanna,Sanjay Dutt,Urmila Matondkar
Enakkul Oruvan,-1984.0,149 min,"Action, Drama",6.5,126,S.P. Muthuraman,Kamal Haasan,Shobana,Sathyaraj
Encounter Dayanayak,-2005.0,145 min,"Action, Crime, Drama",5.7,40,D. Rajendra Babu,Bhaskarabatla Usha,Kaushal,Shekar Kotyan
Encounter: The Killing,-2002.0,150 min,"Crime, Drama",6.1,147,Ajay Phansekar,Naseeruddin Shah,Dilip Prabhavalkar,Tara Deshpande
English ki taay taay fisss,-2020.0,137 min,"Comedy, Romance",6.1,11,Shailendra Singh Rajput,Aishwarya Rajesh Ash,Manoj Joshi,Leysan Karimova
English Vinglish,-2012.0,134 min,"Comedy, Drama, Family",7.8,"34,289",Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou
Escape from Taliban,-2003.0,133 min,"Adventure, Drama, Thriller",4.3,164,Ujjwal Chatterjee,Manisha Koirala,Nawab Shah,Vineeta Malik
Evadithe Nakenti,-2007.0,170 min,"Action, Crime, Drama",6.2,58,Jeevitha,Rajasekhar,Samudra V.,Rajasekhar
Evening Shadows,-2018.0,102 min,Drama,7.1,472,Sridhar Rangayan,Mona Ambegaonkar,Ananth Narayan Mahadevan,Devansh Doshi
Everybody Says I'm Fine!,-2001.0,103 min,"Drama, Fantasy, Romance",5.9,323,Rahul Bose,Rehaan Engineer,Koel Purie,Rahul Bose
Evil Eye,-2020.0,90 min,"Horror, Mystery, Thriller",4.7,"2,958",Elan Dassani,Rajeev Dassani,Sarita Choudhury,Sunita Mani
Extraordinaari,-2015.0,144 min,"Drama, Family, Fantasy",3.4,9,Sunanda Shyamal Mitra,Rituparna Sengupta,Abhishek Gupta,Satyajit Sharma
F.A.L.T.U,-2011.0,120 min,"Comedy, Drama",4.6,"2,963",Remo D'Souza,Arshad Warsi,Riteish Deshmukh,Jackky Bhagnani
Faasle,-1985.0,146 min,"Drama, Romance",4.5,64,Yash Chopra,Sunil Dutt,Rekha,Rohan Kapoor
Facebook Wala Pyar,-2019.0,114 min,"Drama, Romance",5.3,27,Narayan k Sahu,Rahul Bagga,Akhilendra Mishra,Neeta Mohindra
Faith Connections,-2013.0,115 min,"Documentary, Biography, Drama",7.3,158,Pan Nalin,Bhole Baba,Hatha Yogi Baba,Pant Shirt Baba
Fakira,-1976.0,139 min,"Action, Drama, Thriller",6.5,96,C.P. Dixit,Shashi Kapoor,Shabana Azmi,Asrani
Falak (The Sky),-1988.0,166 min,"Action, Crime, Drama",6.0,45,Shashilal K. Nair,Rakhee Gulzar,Jackie Shroff,Shekhar Kapur
Falsafa,-2019.0,135 min,"Action, Drama, Thriller",7.1,16,Himanshu Yadav,Manit Joura,Geetanjali Singh,Ridhima Grover
Family of Thakurganj,-2019.0,127 min,"Action, Drama",8.4,427,Manoj K. Jha,Prince Singh,Jimmy Sheirgill,Mahie Gill
Family: Ties of Blood,-2006.0,150 min,"Action, Crime, Drama",5.6,"1,866",Rajkumar Santoshi,Amitabh Bachchan,Akshay Kumar,Bhoomika Chawla
Famous Pandey,-2017.0,104 min,Drama,4.9,8,Ekant Babani,Rahul Bagga,Dharmendra Singh,Meher Vij
Fan,-2016.0,142 min,"Action, Drama, Thriller",7.0,"43,273",Maneesh Sharma,Shah Rukh Khan,Sayani Gupta,Shriya Pilgaonkar
Fanaa,-2006.0,168 min,"Action, Drama, Romance",7.2,"31,437",Kunal Kohli,Aamir Khan,Kajol,Rishi Kapoor
Faraar,-1975.0,136 min,"Action, Crime, Drama",6.9,314,Shankar Mukherjee,Sanjeev Kumar,Sharmila Tagore,Amitabh Bachchan
Faraar,-1965.0,137 min,"Mystery, Thriller",6.1,8,Pinaki Bhushan Mukherji,Anil Chatterjee,Balraj Sahni,Shabnam
Faraib,-1983.0,131 min,"Action, Thriller",4.5,14,Rajat Rakshit,Mithun Chakraborty,Ranjeeta Kaur,Shreeram Lagoo
Fareb,-1996.0,147 min,"Action, Crime, Drama",4.7,128,Vikram Bhatt,Faraaz Khan,Suman Ranganath,Ashok Lath
Fareb,-2005.0,129 min,"Drama, Thriller",4.1,174,Deepak Tijori,Shilpa Shetty Kundra,Manoj Bajpayee,Shamita Shetty
Farishta Ya Qatil,-1977.0,126 min,"Action, Drama",5.1,14,S.M. Abbas,Shashi Kapoor,Rekha,Jayshree T.
Farz,-1967.0,170 min,"Action, Crime, Thriller",6.2,100,Ravikant Nagaich,Jeetendra,Babita Kapoor,Aruna Irani
Farz Ki Jung,-1989.0,139 min,Drama,4.3,37,R.P. Swamy,Shashi Kapoor,Govinda,Neelam Kothari
Fashion,-1957.0,148 min,"Drama, Family",8.0,9,Lekhraj Bhakri,Pradeep Kumar,Manoj Kumar,Mala Sinha
Fashion,-2008.0,167 min,"Drama, Romance",6.9,"11,918",Madhur Bhandarkar,Priyanka Chopra Jonas,Kangana Ranaut,Mugdha Godse
Fast Forward,-2009.0,57 min,"Action, Drama, Musical",5.6,46,Zaigham Ali Syed,Vinod Khanna,Akshay Kapoor,Rehan Khan
Fastey Fasaatey,-2019.0,119 min,"Drama, Romance",4.6,119,Amit Agarwal,Bijay Anand,Ashok Awasthi,V.M. Badola
Fate,-1933.0,68 min,"Drama, Romance",6.2,12,John Hunt,Devika Rani,Himanshu Rai,Abraham Sofaer
Fate,-1943.0,113 min,Drama,6.6,14,Mehboob Khan,Motilal,Nargis,Chandra Mohan
Fatso!,-2012.0,98 min,"Comedy, Fantasy, Romance",5.7,432,Rajat Kapoor,Gul Panag,Purab Kohli,Ranvir Shorey
Fauji Calling,-2021.0,134 min,Drama,5.4,77,Aaryaan Saxena,Bidita Bag,Anil Chouhan,Mugdha Godse
Faulad,-1963.0,145 min,"Action, Adventure, Drama",6.2,19,Mohammed Hussain,Dara Singh,Mumtaz,Minoo Mumtaz
Feast of Varanasi,-2016.0,97 min,"Crime, Drama, Thriller",5.5,27,Rajan Kumar Patel,Adil Hussain,Holly Gilbert,Tannishtha Chatterjee
Ferrari Ki Sawaari,-2012.0,140 min,"Comedy, Drama, Family",6.4,"5,138",Rajesh Mapuskar,Sharman Joshi,Boman Irani,Ritvik Sahore
'Ferry',-1954.0,128 min,"Drama, Family",5.8,28,Hemen Gupta,Dev Anand,Archana,Babu
Fever,-2016.0,123 min,"Crime, Mystery",4.7,645,Rajeev Jhaveri,Rajeev Khandelwal,Gauahar Khan,Gemma Atkinson
Fida,-2004.0,122 min,"Action, Crime, Drama",5.5,"2,470",Ken Ghosh,Kareena Kapoor,Fardeen Khan,Shahid Kapoor
Fiffty Fiffty,-1981.0,136 min,"Action, Comedy, Musical",6.1,41,Shomu Mukherjee,Rajesh Khanna,Tina Ambani,Om Shivpuri
Fight Club: Members Only,-2006.0,140 min,"Action, Crime",3.3,"1,403",Abhay Chopra,Vikram Chopra,Sunil Shetty,Sohail Khan
Filhaal...,-2002.0,151 min,"Drama, Romance",5.5,243,Meghna Gulzar,Tabu,Sushmita Sen,Sanjay Suri
Film Hi Film,-1983.0,133 min,"Comedy, Drama, Music",5.8,23,Hiren Nag,Pran,Ramesh Deo,Seema Deo
Film Star,-2005.0,145 min,Drama,5.1,62,Tanuja Chandra,Mahima Chaudhry,Priyanshu Chatterjee,Vasundhara Das
Filmistaan,-2012.0,117 min,Comedy,7.3,"3,371",Nitin Kakkar,Sharib Hashmi,Inaamulhaq,Kumud Mishra
Filter Coffee Liquor Cha,-2019.0,80 min,Drama,6.9,9,Debarati Gupta,Nishan Nanaiah,Priyanka Sarkar,Usha Uthup
Finding Fanny,-2014.0,102 min,"Adventure, Comedy, Drama",5.7,"6,225",Homi Adajania,Deepika Padukone,Arjun Kapoor,Naseeruddin Shah
Firaaq,-2008.0,101 min,"Drama, History, Thriller",7.4,"2,081",Nandita Das,Inaamulhaq,Nassar,Shahana Goswami
Firangi,-2017.0,158 min,"Comedy, Drama",4.4,"1,081",Rajiv Dhingra,Kapil Sharma,Ishita Dutta,Monica Gill
Fire,-1996.0,104 min,"Drama, Romance",7.2,"5,773",Deepa Mehta,Shabana Azmi,Nandita Das,Karishma Jhalani
Fire in the Blood,-2013.0,87 min,"Documentary, History",7.7,685,Dylan Mohan Gray,Zackie Achmat,Peter Mugyenyi,Bill Clinton
Fire in the Mountains,-2021.0,84 min,Drama,6.8,26,Ajitpal Singh,Vinamrata Rai,Chandan Bisht,Harshita Tiwari
Fired,-2010.0,87 min,Horror,4.4,261,Sajit Warrier,Rahul Bose,Dinesh Lamba,Nassar Abdulla
Fireflies,-2013.0,100 min,"Drama, Family",6.2,95,Sabal Singh Shekhawat,Rahul Khanna,Arjun Mathur,Shivaani Ghai
Fireflies in the Abyss,-2015.0,88 min,"Documentary, Drama",7.0,71,Chandrasekhar Reddy,Nishant Rai,Raj Rai,Suraj Subba
First Love Letter,-1991.0,165 min,Romance,4.8,47,Shiva,Vivek Mushran,Manisha Koirala,Dalip Tahil
First Rank,-1990.0,150 min,"Action, Drama, Sport",5.3,"1,110",Dev Anand,Dev Anand,Aamir Khan,Ekta Sohini
Fitoor,-2016.0,131 min,"Drama, Romance",5.4,"4,526",Abhishek Kapoor,Aditya Roy Kapoor,Katrina Kaif,Tabu
Fiza,-2000.0,170 min,"Action, Crime, Drama",6.1,"3,894",Khalid Mohamed,Jaya Bachchan,Karisma Kapoor,Hrithik Roshan
Flame: An Untold Love Story,-2014.0,97 min,Drama,6.0,11,Rajiv S. Ruia,Sumana Mukherjee,Hrishitaa Bhatt,Kamna Singh Chandel
Flat 211,-2017.0,105 min,"Crime, Mystery, Thriller",5.1,83,Sunil Sanjan,Jayesh Raj,Sonal Singh,Samonica Shrivastava
Flight,-2021.0,116 min,"Action, Thriller",8.3,359,Suraj Joshi,Vishal Arya,Babita Ashiwal,Shibani Bedi
Flying Colors,-2016.0,84 min,Drama,6.0,13,Raja Krishna,Bhavna Mali,Eknath Kamble,Pawan
Flying Lessons,-2007.0,106 min,Drama,6.3,365,Francesca Archibugi,Giovanna Mezzogiorno,Andrea Miglio Risi,Angel Tom Karumathy
Fool N Final,-2007.0,144 min,"Action, Comedy, Crime",3.4,"1,906",Ahmed Khan,Sunny Deol,Shahid Kapoor,Vivek Oberoi
Foot Path,-1953.0,148 min,"Comedy, Crime, Drama",7.5,57,Zia Sarhadi,Dilip Kumar,Meena Kumari,Ramesh Thapar
Footfairy,-2020.0,115 min,"Crime, Thriller",5.0,287,Kanishk Varma,Gulshan Devaiah,Sagarika Ghatge,Kunaal Roy Kapur
Footpath,-2003.0,164 min,"Action, Crime, Drama",5.3,824,Vikram Bhatt,Aftab Shivdasani,Bipasha Basu,Rahul Dev
Force,-2011.0,137 min,"Action, Crime, Drama",6.5,"7,301",Nishikant Kamat,John Abraham,Genelia D'Souza,Vidyut Jammwal
Force 2,-2016.0,127 min,"Action, Adventure, Thriller",6.2,"5,048",Abhinay Deo,John Abraham,Sonakshi Sinha,Tahir Raj Bhasin
Foto,-2007.0,86 min,Comedy,6.4,23,Virendra Saini,Tom Alter,Sameer Gupta,Arjun Gokul Jaykrishna
Four Faces of India,-1959.0,160 min,Drama,7.5,57,Khwaja Ahmad Abbas,Raj Kapoor,Ajit,Shammi Kapoor
Four Pillars of Basement,-2015.0,134 min,"Action, Mystery, Thriller",4.6,19,Giresh Naik,Shawar Ali,Ravi Gadariya,Zakir Husain
Four Two Ka One,-2012.0,112 min,Comedy,4.7,52,Anwer Khan,Ishwar Singh,Jimmy Sheirgill,Rajpal Yadav
Fox,-2009.0,145 min,"Crime, Drama, Mystery",5.2,553,Deepak Tijori,Arjun Rampal,Sunny Deol,Udita Goswami
Fraud Saiyaan,-2019.0,109 min,"Comedy, Drama",4.3,677,Sourabh Shrivastava,Arshad Warsi,Saurabh Shukla,Flora Saini
Freaky Ali,-2016.0,120 min,"Comedy, Sport",4.9,"2,642",Sohail Khan,Nawazuddin Siddiqui,Arbaaz Khan,Amy Jackson
Fredrick,-2016.0,129 min,"Action, Thriller",4.9,19,Rajesh Butalia,Avinash Dhyani,Prashant Narayanan,Tulna Butalia
Friends In Law,-2018.0,85 min,Comedy,6.8,48,Amit Khanna,Shreedevi Chowdary,Ashlin Harris,Amiran Winter
Friendship,-1980.0,152 min,"Action, Crime, Drama",6.6,927,Raj Khosla,Amitabh Bachchan,Shatrughan Sinha,Zeenat Aman
Friendship,-2008.0,145 min,"Comedy, Drama, Romance",6.5,"14,142",Tarun Mansukhani,Abhishek Bachchan,John Abraham,Priyanka Chopra Jonas
Frozen,-2007.0,109 min,Drama,7.1,191,Shivajee Chandrabhushan,Danny Denzongpa,Gauri,Aungchuk
Fruit & Nut,-2009.0,90 min,"Comedy, Crime, Drama",2.8,71,Kunal Vijaykar,Cyrus Broacha,Boman Irani,Mahesh Manjrekar
FryDay,-2018.0,114 min,"Comedy, Drama",5.2,783,Abhishek Dogra,Govinda,Digangana Suryavanshi,Varun Sharma
Fuddu,-2016.0,100 min,"Comedy, Drama",5.4,155,Sunil Subramani,Shubham,Swati Kapoor,Uday Tikekar
Fugly,-2014.0,134 min,"Drama, Thriller",4.7,"1,008",Kabir Sadanand,Jimmy Sheirgill,Mohit Marwah,Kiara Advani
Fukrey,-2013.0,139 min,"Comedy, Drama, Romance",6.9,"10,762",Mrighdeep Lamba,Pulkit Samrat,Manjot Singh,Ali Fazal
Fukrey Boyzzz: Space Mein Fukrapanti,-2020.0,74 min,"Animation, Comedy, Family",8.3,6,Avinash Walzade,Manish Bhavan,Amit Deondi,Ketan Kava
Fukrey Returns,-2017.0,141 min,Comedy,6.5,"4,890",Mrighdeep Lamba,Pulkit Samrat,Varun Sharma,Ali Fazal
Full Moon,-1960.0,169 min,"Drama, Musical, Romance",7.2,476,M. Sadiq,Waheeda Rehman,Guru Dutt,Rehman
Fun: Can Be Dangerous Sometimes,-2005.0,138 min,Thriller,3.1,72,Sanjay Zaveri,Siddharth Koirala,Aryan Vaid,Payal Rohatgi
Future to Bright Hai Ji,-2012.0,180 min,Drama,6.2,97,Sanjay Amar,Aamir Bashir,Sonal Sehgal,Asrani
G Kutta Se,-2017.0,104 min,Drama,8.3,47,Rahul Dahiya,Rajveer Ankur Singh,Neha Chauhan,Vibha Tyagi
Gaai Aur Gori,-1973.0,148 min,"Drama, Family",6.0,17,M.A. Thirumugham,Shatrughan Sinha,Jaya Bachchan,Bindu
Gaban,-1966.0,169 min,"Crime, Drama, Romance",5.8,50,Krishan Chopra,Hrishikesh Mukherjee,Sunil Dutt,Sadhana
Gabbar is Back,-2015.0,128 min,"Action, Comedy, Crime",7.1,"23,209",Radha Krishna Jagarlamudi,Akshay Kumar,Shruti Haasan,Kareena Kapoor
Gabbar Singh,-2007.0,111 min,Action,4.8,9,Kanti Shah,Amit Pachori,Shiva Rindani,Sapna Sappu
Gadar: Ek Prem Katha,-2001.0,170 min,"Action, Drama, Romance",7.2,"10,264",Anil Sharma,Sunny Deol,Ameesha Patel,Amrish Puri
Gaddaar,-1995.0,152 min,"Action, Drama, Romance",4.6,96,Raam Shetty,Sunil Shetty,Harish,Sonali Bendre
Gafla,-2006.0,127 min,Drama,7.2,454,Sameer Hanchate,Somesh Agarwal,Anshul Chobey,Nishikant Dixit
Gair,-1999.0,148 min,"Action, Drama",3.7,195,Ashok Gaekwad,Ajay Devgn,Raveena Tandon,Reena Roy
Gair Kaanooni,-1989.0,152 min,"Action, Comedy, Drama",5.3,90,Prayag Raj,Sridevi,Govinda,Kimi Katkar
Gaja Gamini,-2000.0,122 min,"Drama, Fantasy",5.0,726,M.F. Hussain,Madhuri Dixit,Shabana Azmi,Naseeruddin Shah
Gajendra,-2004.0,145 min,Action,3.5,77,Suresh Krishna,Sarath Babu,Rajat Bedi,Flora
Gali Gali Chor Hai,-2012.0,109 min,"Comedy, Drama, Family",5.1,596,Rumi Jaffery,Akshaye Khanna,Mugdha Godse,Satish Kaushik
"Gallit Gondhal, Dillit Mujra",-2009.0,120 min,Comedy,7.3,106,Nagesh Bhonsle,Makarand Anaspure,Suzanne Bernert,Nagesh Bhonsle
Gaman,-1978.0,119 min,Drama,7.1,181,Muzaffar Ali,Farooq Shaikh,Smita Patil,Gita Siddharth
Gambeeram,-2004.0,165 min,"Action, Comedy, Crime",4.5,62,Suresh,Tanikella Bharani,Brahmanandam,Jasper
Gambler,-1971.0,154 min,"Crime, Romance, Thriller",6.5,149,Amarjeet,Dev Anand,Zaheeda,Kishore Sahu
Gambler,-1995.0,169 min,"Action, Comedy, Crime",5.0,356,Dayal Nihalani,Govinda,Shilpa Shetty Kundra,Aditya Pancholi
Game,-1993.0,131 min,"Action, Crime, Drama",5.1,53,Anil Mattoo,Naseeruddin Shah,Aditya Pancholi,Rahul Roy
Game,-2011.0,135 min,"Action, Crime, Drama",5.2,"2,175",Abhinay Deo,Abhishek Bachchan,Kangana Ranaut,Anupam Kher
Game,-2007.0,146 min,"Action, Crime, Drama",5.3,25,Shivram Yadav,Sherlyn Chopra,Sameer Dharmadhikari,Prashant Narayanan
Game of Ayodhya,-2017.0,148 min,"Documentary, Drama",6.5,8,Sunil Singh,Arun Bakshi,Abhay Bhargava,Makrand Deshpande
Game Over,-2017.0,140 min,Thriller,7.1,89,Paresh Vinodray Savani,Rima Mishra,Rajesh Sharma,Yashpal Sharma
Game Paisa Ladki,-2018.0,107 min,Drama,5.8,8,Sachin Agarwal,Ishteyak Arif,Deepans Garge,Ashraf Ul Haq
Gandhi,-1982.0,191 min,"Biography, Drama, History",8.0,"2,20,118",Richard Attenborough,Ben Kingsley,John Gielgud,Rohini Hattangadi
Gandhi to Hitler,-2011.0,108 min,"Drama, History, War",2.5,207,Rakesh Ranjan Kumar,Avijit Dutt,Raghuvir Yadav,Neha Dhupia
